PERMNO,date,TICKER,COMNAM,CUSIP,PRC,VOL
84415,20051025,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.96000,1525
84415,20051026,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,-3.98000,0
84415,20051027,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.81000,2428
84415,20051028,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.00000,400
84415,20051031,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.00000,1100
84415,20051101,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.90000,2300
84415,20051102,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.00000,1000
84415,20051103,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.90000,2538
84415,20051104,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.00000,1313
84415,20051107,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.00000,2570
84415,20051108,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.04000,800
84415,20051109,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.00000,2698
84415,20051110,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.09000,1000
84415,20051111,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.85000,500
84415,20051114,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.10000,10056
84415,20051115,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.10000,1924
84415,20051116,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.09000,1200
84415,20051117,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.08000,1500
84415,20051118,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.09000,1900
84415,20051121,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.10000,1706
84415,20051122,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.93850,100
84415,20051123,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.09000,3600
84415,20051125,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,-4.00500,0
84415,20051128,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.09000,2500
84415,20051129,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.94000,2473
84415,20051130,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.00000,1300
84415,20051201,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.00000,1500
84415,20051202,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.10000,2353
84415,20051205,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.14000,2123
84415,20051206,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.14000,1355
84415,20051207,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.15000,17757
84415,20051208,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.20000,3600
84415,20051209,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.10000,1505
84415,20051212,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.10000,5600
84415,20051213,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,-3.96000,0
84415,20051214,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.90000,2495
84415,20051215,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.09000,4350
84415,20051216,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.05000,2775
84415,20051219,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.95000,9103
84415,20051220,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.00000,1925
84415,20051221,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.00000,9950
84415,20051222,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.04000,8294
84415,20051223,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.92000,2100
84415,20051227,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.95000,7498
84415,20051228,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.95000,3300
84415,20051229,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.10000,5250
84415,20051230,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.08000,5700
84415,20060103,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.85000,1462
84415,20060104,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,3.86000,1750
84415,20060105,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.01000,3200
84415,20060106,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,-3.99500,0
84415,20060109,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.00000,2150
84415,20060110,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.00000,86800
84415,20060111,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.05000,14790
84415,20060112,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,-4.05500,0
84415,20060113,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.10000,100
84415,20060117,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.05000,20508
84415,20060118,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.05000,3550
84415,20060119,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.28000,33660
84415,20060120,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.15000,13746
84415,20060123,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.19000,1100
84415,20060124,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.31000,6500
84415,20060125,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.10000,2986
84415,20060126,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.25000,2300
84415,20060127,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.31000,100
84415,20060130,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.25000,7489
84415,20060131,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.10000,5742
84415,20060201,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.20000,1373
84415,20060202,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.20000,6215
84415,20060203,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.20000,2600
84415,20060206,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.19950,3000
84415,20060207,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.18000,11711
84415,20060208,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.20000,4080
84415,20060209,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.15000,104495
84415,20060210,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.98000,27878
84415,20060213,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.85000,32662
84415,20060214,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.85000,15434
84415,20060215,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.60000,29925
84415,20060216,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.65000,7835
84415,20060217,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.82000,9120
84415,20060221,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.85000,23016
84415,20060222,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.60000,3161
84415,20060223,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.67000,2500
84415,20060224,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.80000,18912
84415,20060227,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.69000,14284
84415,20060228,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.90000,28618
84415,20060301,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.69000,8621
84415,20060302,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.60000,500
84415,20060303,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.23000,78856
84415,20060306,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.82000,37313
84415,20060307,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.80000,2463
84415,20060308,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.00000,74506
84415,20060309,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.88000,44090
84415,20060310,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.00000,3667
84415,20060313,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.00000,2400
84415,20060314,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.00000,7670
84415,20060315,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.73000,2397
84415,20060316,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.60000,25090
84415,20060317,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.75000,1000
84415,20060320,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.78000,611
84415,20060321,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.80000,2084
84415,20060322,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.00000,7393
84415,20060323,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.00000,6075
84415,20060324,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.00000,3300
84415,20060327,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.82000,4280
84415,20060328,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.90000,500
84415,20060329,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.00000,3055
84415,20060330,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.75000,3978
84415,20060331,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.00000,2000
84415,20060403,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.00000,3803
84415,20060404,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.15000,6333
84415,20060405,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.00000,4700
84415,20060406,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.00000,11300
84415,20060407,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.13000,2400
84415,20060410,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.01000,19128
84415,20060411,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.10000,1600
84415,20060412,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.10000,3250
84415,20060413,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.05000,1086
84415,20060417,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.45000,56778
84415,20060418,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.49000,20293
84415,20060419,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.45000,67141
84415,20060420,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.45000,9373
84415,20060421,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.40000,52621
84415,20060424,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.40000,8800
84415,20060425,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.40000,25176
84415,20060426,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.37000,7645
84415,20060427,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.39000,12415
84415,20060428,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.27000,2855
84415,20060501,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.45000,9038
84415,20060502,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.50000,17300
84415,20060503,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.40000,12600
84415,20060504,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.48000,4100
84415,20060505,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.45000,9900
84415,20060508,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.40000,9475
84415,20060509,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.50000,850
84415,20060510,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.50000,3900
84415,20060511,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.51000,34038
84415,20060512,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.61000,105100
84415,20060515,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.47000,5300
84415,20060516,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.33000,22236
84415,20060517,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.28000,9700
84415,20060518,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.33000,18550
84415,20060519,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.22000,12815
84415,20060522,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.21000,8100
84415,20060523,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.30000,1800
84415,20060524,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.30000,4628
84415,20060525,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.28000,3150
84415,20060526,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.20000,18661
84415,20060530,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.20000,3558
84415,20060531,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.25000,15585
84415,20060601,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,-5.20500,0
84415,20060602,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.20000,500
84415,20060605,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.20000,3462
84415,20060606,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.15000,700
84415,20060607,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,-5.18000,0
84415,20060608,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.10000,1000
84415,20060609,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.08000,870
84415,20060612,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.05000,7700
84415,20060613,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.00000,15978
84415,20060614,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,-4.98000,0
84415,20060615,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.90000,960
84415,20060616,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.20000,263241
84415,20060619,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.19000,8592
84415,20060620,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.25000,10500
84415,20060621,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.05000,1200
84415,20060622,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.20000,21094
84415,20060623,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.30000,29700
84415,20060626,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.17000,6017
84415,20060627,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.29000,46350
84415,20060628,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.30000,1200
84415,20060629,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.21000,1100
84415,20060630,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.15000,3990
84415,20060703,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.29000,3500
84415,20060705,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.30000,4625
84415,20060706,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.12000,3201
84415,20060707,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,-5.30000,0
84415,20060710,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.32000,3650
84415,20060711,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.30000,2250
84415,20060712,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.16800,1100
84415,20060713,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.23000,10111
84415,20060714,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,-5.17500,0
84415,20060717,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.29000,3690
84415,20060718,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.20000,500
84415,20060719,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.29000,100
84415,20060720,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,-5.27000,0
84415,20060721,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.30000,1775
84415,20060724,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.11000,377
84415,20060725,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.24000,500
84415,20060726,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.21000,1807
84415,20060727,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.16080,300
84415,20060728,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.15000,1400
84415,20060731,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.20000,1750
84415,20060801,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.21000,10186
84415,20060802,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.25000,11477
84415,20060803,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.26000,4000
84415,20060804,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.26000,700
84415,20060807,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.12000,8857
84415,20060808,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.11000,5592
84415,20060809,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.86000,36579
84415,20060810,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.71000,28075
84415,20060811,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.64000,19663
84415,20060814,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.79000,1700
84415,20060815,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.60000,12700
84415,20060816,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.60000,3850
84415,20060817,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.72000,3879
84415,20060818,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,4.79000,1925
84415,20060821,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.40000,62383
84415,20060822,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.70000,150195
84415,20060823,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.42000,56783
84415,20060824,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.52000,4475
84415,20060825,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.50000,2735
84415,20060828,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.45000,9600
84415,20060829,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.50000,2500
84415,20060830,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.59000,8329
84415,20060831,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,-5.50000,0
84415,20060901,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.64000,500
84415,20060905,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.50000,3504
84415,20060906,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.43010,150
84415,20060907,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.65000,2961
84415,20060908,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.63000,1300
84415,20060911,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.65000,506
84415,20060912,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.46000,2568
84415,20060913,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.26000,10205
84415,20060914,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.31100,100
84415,20060915,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.40000,1800
84415,20060918,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.34000,4121
84415,20060919,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.10000,7046
84415,20060920,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.17000,7398
84415,20060921,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.25000,1076
84415,20060922,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.06000,3603
84415,20060925,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.20000,1902
84415,20060926,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.34000,3900
84415,20060927,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.31000,3500
84415,20060928,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.15000,7700
84415,20060929,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.20000,4000
84415,20061002,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,-5.12500,35
84415,20061003,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.16000,7564
84415,20061004,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.26000,700
84415,20061005,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.45000,1100
84415,20061006,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.42200,450
84415,20061009,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.70000,20292
84415,20061010,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.85000,78870
84415,20061011,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.89000,20913
84415,20061012,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.84000,11157
84415,20061013,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.78000,1765
84415,20061016,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.65000,6080
84415,20061017,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.70000,20275
84415,20061018,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.57000,22774
84415,20061019,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.58000,16610
84415,20061020,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.48000,5700
84415,20061023,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.47000,1375
84415,20061024,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.35000,1695
84415,20061025,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.29000,12285
84415,20061026,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.30000,26354
84415,20061027,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.38000,10533
84415,20061030,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.38000,7931
84415,20061031,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.43000,19301
84415,20061101,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.47000,33958
84415,20061102,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.42000,13800
84415,20061103,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.59000,900
84415,20061106,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.59000,2250
84415,20061107,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.68000,10154
84415,20061108,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.59000,6485
84415,20061109,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.49010,9000
84415,20061110,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.43470,3300
84415,20061113,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.45000,25691
84415,20061114,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.75000,16258
84415,20061115,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.75000,18338
84415,20061116,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.75000,27563
84415,20061117,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.80000,10400
84415,20061120,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.50000,8555
84415,20061121,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.45000,9080
84415,20061122,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.72000,52700
84415,20061124,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.62000,7380
84415,20061127,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.56000,13635
84415,20061128,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.65000,32270
84415,20061129,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.45000,28950
84415,20061130,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.65000,26908
84415,20061201,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.26000,24128
84415,20061204,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.48000,34906
84415,20061205,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.45750,9900
84415,20061206,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.60000,4259
84415,20061207,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.43600,6100
84415,20061208,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.38000,18225
84415,20061211,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.36000,15373
84415,20061212,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.55000,13740
84415,20061213,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.55000,105108
84415,20061214,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.65000,38283
84415,20061215,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.74000,18448
84415,20061218,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,6.00000,102843
84415,20061219,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,6.02000,19034
84415,20061220,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.86000,31281
84415,20061221,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,5.86000,23650
84415,20061222,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,6.10000,14112
84415,20061226,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,6.45000,137687
84415,20061227,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,6.36000,154589
84415,20061228,BPHX,BLUEPHOENIX SOLUTIONS LTD,M7037810,6.42000,44773
