PERMNO,date,TICKER,COMNAM,CUSIP,BIDLO,ASKHI,PRC,VOL,BID,ASK,SHROUT,CFACPR
85914,20020131,BBY,BEST BUY COMPANY INC,08651610,70.66000,75.16000,74.00000,569669,73.70000,74.25000,211670,2.25
85914,20020228,BBY,BEST BUY COMPANY INC,08651610,65.70000,74.90000,67.40000,709055,67.35000,67.75000,211670,2.25
85914,20020328,BBY,BEST BUY COMPANY INC,08651610,67.25000,80.05000,79.20000,583593,78.82000,79.59000,212463,2.25
85914,20020430,BBY,BEST BUY COMPANY INC,08651610,74.35000,79.48000,74.35000,497869,74.23000,74.50000,212463,2.25
85914,20020531,BBY,BEST BUY COMPANY INC,08651610,45.05000,74.80000,46.20000,601435,46.07000,46.28000,318694,1.5
85914,20020628,BBY,BEST BUY COMPANY INC,08651610,34.42000,45.52000,36.30000,1022809,36.25000,36.60000,320568,1.5
85914,20020731,BBY,BEST BUY COMPANY INC,08651610,28.62000,36.91000,32.90000,901195,32.60000,33.06000,321378,1.5
85914,20020830,BBY,BEST BUY COMPANY INC,08651610,19.55000,31.00000,21.20000,1739478,21.12000,21.30000,321378,1.5
85914,20020930,BBY,BEST BUY COMPANY INC,08651610,20.40000,25.46000,22.31000,956215,22.22000,22.31000,321378,1.5
85914,20021031,BBY,BEST BUY COMPANY INC,08651610,17.98000,22.78000,20.61000,1313415,20.61000,20.72000,321579,1.5
85914,20021129,BBY,BEST BUY COMPANY INC,08651610,17.68000,27.68000,27.68000,1351960,27.46000,27.70000,321579,1.5
85914,20021231,BBY,BEST BUY COMPANY INC,08651610,22.49000,28.05000,24.15000,1029062,24.05000,24.12000,321579,1.5
85914,20030131,BBY,BEST BUY COMPANY INC,08651610,23.86000,28.85000,26.09000,858670,26.09000,26.10000,321725,1.5
85914,20030228,BBY,BEST BUY COMPANY INC,08651610,25.71000,29.07000,29.07000,659880,28.96000,29.18000,321725,1.5
85914,20030331,BBY,BEST BUY COMPANY INC,08651610,26.66000,31.14000,26.97000,953886,26.87000,27.05000,321725,1.5
85914,20030430,BBY,BEST BUY COMPANY INC,08651610,27.35000,34.58000,34.58000,876196,34.57000,34.58000,321725,1.5
85914,20030530,BBY,BEST BUY COMPANY INC,08651610,33.76000,38.70000,38.70000,765909,38.74000,38.75000,322243,1.5
85914,20030630,BBY,BEST BUY COMPANY INC,08651610,39.20000,44.17000,43.92000,857834,43.83000,43.86000,322243,1.5
85914,20030731,BBY,BEST BUY COMPANY INC,08651610,42.11000,47.32000,43.65000,650054,43.52000,43.76000,322399,1.5
85914,20030829,BBY,BEST BUY COMPANY INC,08651610,40.18000,52.01000,52.01000,867531,52.00000,52.01000,322399,1.5
85914,20030930,BBY,BEST BUY COMPANY INC,08651610,47.49000,53.16000,47.52000,940612,47.54000,47.56000,322399,1.5
85914,20031031,BBY,BEST BUY COMPANY INC,08651610,48.92000,58.31000,58.31000,789264,58.27000,58.32000,323627,1.5
85914,20031128,BBY,BEST BUY COMPANY INC,08651610,57.38000,62.00000,62.00000,610341,61.93000,61.96000,323627,1.5
85914,20031231,BBY,BEST BUY COMPANY INC,08651610,49.50000,60.87000,52.24000,1338596,52.23000,52.25000,323627,1.5
85914,20040130,BBY,BEST BUY COMPANY INC,08651610,50.39000,54.18000,50.39000,754348,50.36000,50.37000,324671,1.5
85914,20040227,BBY,BEST BUY COMPANY INC,08651610,50.20000,54.55000,53.25000,615620,53.20000,53.24000,324671,1.5
85914,20040331,BBY,BEST BUY COMPANY INC,08651610,45.61000,54.31000,51.72000,1031673,51.64000,51.68000,324671,1.5
85914,20040430,BBY,BEST BUY COMPANY INC,08651610,51.09000,55.74000,54.25000,761925,54.18000,54.20000,325337,1.5
85914,20040528,BBY,BEST BUY COMPANY INC,08651610,49.91000,54.31000,52.76000,695901,52.79000,52.80000,324487,1.5
85914,20040630,BBY,BEST BUY COMPANY INC,08651610,50.70000,53.63000,50.74000,632316,50.73000,50.74000,324845,1.5
85914,20040730,BBY,BEST BUY COMPANY INC,08651610,46.05000,50.16000,48.16000,672977,48.16000,48.17000,324845,1.5
85914,20040831,BBY,BEST BUY COMPANY INC,08651610,44.27000,49.50000,46.52000,948755,46.54000,46.55000,324845,1.5
85914,20040930,BBY,BEST BUY COMPANY INC,08651610,46.75000,55.00000,54.24000,800413,54.20000,54.21000,324397,1.5
85914,20041029,BBY,BEST BUY COMPANY INC,08651610,54.26000,59.46000,59.22000,577444,59.15000,59.21000,324397,1.5
85914,20041130,BBY,BEST BUY COMPANY INC,08651610,56.38000,62.00000,56.38000,706011,56.43000,56.44000,324397,1.5
85914,20041231,BBY,BEST BUY COMPANY INC,08651610,55.85000,59.60000,59.42000,754053,59.43000,59.45000,324397,1.5
85914,20050131,BBY,BEST BUY COMPANY INC,08651610,53.79000,59.28000,53.79000,712467,53.83000,53.84000,328075,1.5
85914,20050228,BBY,BEST BUY COMPANY INC,08651610,51.40000,55.90000,54.02000,594639,53.95000,53.97000,328075,1.5
85914,20050331,BBY,BEST BUY COMPANY INC,08651610,51.37000,54.48000,54.01000,813580,54.01000,54.02000,328075,1.5
85914,20050429,BBY,BEST BUY COMPANY INC,08651610,48.47000,51.52000,50.34000,843680,50.29000,50.32000,328075,1.5
85914,20050531,BBY,BEST BUY COMPANY INC,08651610,50.10000,54.87000,54.43000,484039,54.44000,54.49000,327786,1.5
85914,20050630,BBY,BEST BUY COMPANY INC,08651610,56.30000,69.31000,68.55000,1031357,68.50000,68.56000,325144,1.5
85914,20050729,BBY,BEST BUY COMPANY INC,08651610,68.78000,78.47000,76.60000,623783,76.60000,76.61000,328075,1.5
85914,20050831,BBY,BEST BUY COMPANY INC,08651610,45.44000,77.82000,47.66000,945667,47.63000,47.65000,492113,1
85914,20050930,BBY,BEST BUY COMPANY INC,08651610,41.00000,50.36000,43.53000,1483154,43.54000,43.56000,492113,1
85914,20051031,BBY,BEST BUY COMPANY INC,08651610,40.93000,45.35000,44.26000,940253,44.25000,44.26000,492444,1
85914,20051130,BBY,BEST BUY COMPANY INC,08651610,43.89000,50.63000,48.24000,1088309,48.24000,48.25000,492444,1
85914,20051230,BBY,BEST BUY COMPANY INC,08651610,43.25000,50.16000,43.48000,1343909,43.45000,43.46000,492444,1
85914,20060131,BBY,BEST BUY COMPANY INC,08651610,43.50000,50.66000,50.66000,974567,50.67000,50.71000,492444,1
85914,20060228,BBY,BEST BUY COMPANY INC,08651610,48.59000,55.11000,53.86000,741183,53.81000,53.85000,492444,1
85914,20060331,BBY,BEST BUY COMPANY INC,08651610,52.70000,57.00000,55.93000,786836,55.93000,55.94000,492444,1
85914,20060428,BBY,BEST BUY COMPANY INC,08651610,55.44000,58.72000,56.66000,590973,56.62000,56.65000,492444,1
85914,20060531,BBY,BEST BUY COMPANY INC,08651610,50.79000,58.32000,53.00000,776468,52.97000,52.98000,485671,1
85914,20060630,BBY,BEST BUY COMPANY INC,08651610,49.03000,55.21000,54.84000,963425,54.85000,54.92000,484014,1
85914,20060731,BBY,BEST BUY COMPANY INC,08651610,43.96000,54.63000,45.34000,1137697,45.39000,45.41000,484014,1
85914,20060831,BBY,BEST BUY COMPANY INC,08651610,44.71000,49.18000,47.00000,972956,46.95000,46.98000,484014,1
85914,20060929,BBY,BEST BUY COMPANY INC,08651610,45.01000,55.53000,53.56000,1435851,53.54000,53.56000,484014,1
85914,20061031,BBY,BEST BUY COMPANY INC,08651610,53.23000,58.15000,55.25000,859863,55.17000,55.19000,480250,1
85914,20061130,BBY,BEST BUY COMPANY INC,08651610,51.39000,55.84000,54.97000,1045295,54.92000,54.91000,480250,1
85914,20061229,BBY,BEST BUY COMPANY INC,08651610,48.36000,54.47000,49.19000,1667122,49.13000,49.16000,480250,1
85914,20070131,BBY,BEST BUY COMPANY INC,08651610,48.65000,50.40000,50.40000,1206579,50.40000,50.42000,481927,1
85914,20070228,BBY,BEST BUY COMPANY INC,08651610,46.48000,51.19000,46.48000,740772,46.47000,46.48000,481927,1
85914,20070330,BBY,BEST BUY COMPANY INC,08651610,45.63000,50.02000,48.72000,1202291,48.69000,48.70000,481927,1
85914,20070430,BBY,BEST BUY COMPANY INC,08651610,46.52000,49.13000,46.65000,1178246,46.65000,46.71000,481927,1
85914,20070531,BBY,BEST BUY COMPANY INC,08651610,46.21000,48.29000,48.29000,1121912,48.25000,48.28000,479304,1
85914,20070629,BBY,BEST BUY COMPANY INC,08651610,44.43000,49.08000,46.67000,1797299,46.62000,46.63000,479304,1
85914,20070731,BBY,BEST BUY COMPANY INC,08651610,44.21000,48.35000,44.59000,1305734,44.50000,44.62000,473898,1
85914,20070831,BBY,BEST BUY COMPANY INC,08651610,43.05000,45.27000,43.95000,1474179,43.93000,43.96000,473898,1
85914,20070928,BBY,BEST BUY COMPANY INC,08651610,42.69000,47.47000,46.02000,1333536,45.99000,46.02000,473898,1
85914,20071031,BBY,BEST BUY COMPANY INC,08651610,46.94000,49.78000,48.52000,1346861,48.45000,48.49000,417777,1
85914,20071130,BBY,BEST BUY COMPANY INC,08651610,45.02000,51.05000,51.05000,1520324,51.07000,51.12000,417777,1
85914,20071231,BBY,BEST BUY COMPANY INC,08651610,50.34000,53.38000,52.65000,1425401,52.59000,52.61000,417777,1
85914,20080131,BBY,BEST BUY COMPANY INC,08651610,43.89000,51.22000,48.73000,2226288,48.70000,48.73000,419484,1
85914,20080229,BBY,BEST BUY COMPANY INC,08651610,43.01000,48.47000,43.01000,1631668,43.04000,43.07000,419484,1
85914,20080331,BBY,BEST BUY COMPANY INC,08651610,39.43000,43.28000,41.46000,1539446,41.32000,41.45000,419484,1
85914,20080430,BBY,BEST BUY COMPANY INC,08651610,41.03000,45.32000,43.02000,1374968,43.05000,43.06000,411795,1
85914,20080530,BBY,BEST BUY COMPANY INC,08651610,41.93000,46.69000,46.69000,1206399,46.72000,46.75000,411800,1
85914,20080630,BBY,BEST BUY COMPANY INC,08651610,39.60000,47.52000,39.60000,1648729,39.52000,39.57000,411800,1
85914,20080731,BBY,BEST BUY COMPANY INC,08651610,37.22000,40.80000,39.72000,1463726,39.74000,39.85000,411930,1
85914,20080829,BBY,BEST BUY COMPANY INC,08651610,39.75000,46.84000,44.77000,1341735,44.81000,44.81000,411930,1
85914,20080930,BBY,BEST BUY COMPANY INC,08651610,36.58000,46.93000,37.50000,2029800,37.50000,37.51000,411930,1
85914,20081031,BBY,BEST BUY COMPANY INC,08651610,21.51000,36.52000,26.88000,2499876,26.83000,26.85000,412332,1
85914,20081128,BBY,BEST BUY COMPANY INC,08651610,17.42000,27.76000,20.71000,2094999,20.72000,20.72000,412332,1
85914,20081231,BBY,BEST BUY COMPANY INC,08651610,19.02000,28.58000,28.11000,1812488,28.06000,28.18000,412332,1
85914,20090130,BBY,BEST BUY COMPANY INC,08651610,26.12000,31.25000,28.02000,1891629,28.02000,28.05000,413429,1
85914,20090227,BBY,BEST BUY COMPANY INC,08651610,27.29000,30.35000,28.82000,1865163,28.83000,28.85000,413429,1
85914,20090331,BBY,BEST BUY COMPANY INC,08651610,24.71000,38.04000,37.96000,2847993,37.90000,38.03000,413429,1
85914,20090430,BBY,BEST BUY COMPANY INC,08651610,37.53000,41.09000,38.38000,1673193,38.32000,38.37000,416280,1
85914,20090529,BBY,BEST BUY COMPANY INC,08651610,34.94000,40.87000,35.10000,1613602,35.07000,35.15000,416280,1
85914,20090630,BBY,BEST BUY COMPANY INC,08651610,32.97000,39.52000,33.49000,1809982,33.44000,33.46000,416280,1
85914,20090731,BBY,BEST BUY COMPANY INC,08651610,31.35000,37.38000,37.37000,1373699,37.31000,37.33000,416359,1
85914,20090831,BBY,BEST BUY COMPANY INC,08651610,34.75000,39.75000,36.28000,1209589,36.29000,36.30000,416359,1
85914,20090930,BBY,BEST BUY COMPANY INC,08651610,36.09000,41.14000,37.52000,1666391,37.47000,37.49000,416359,1
85914,20091030,BBY,BEST BUY COMPANY INC,08651610,36.41000,40.92000,38.18000,1073644,38.18000,38.19000,416539,1
85914,20091130,BBY,BEST BUY COMPANY INC,08651610,38.89000,43.71000,42.83000,1049780,42.83000,42.84000,416539,1
85914,20091231,BBY,BEST BUY COMPANY INC,08651610,39.46000,45.37000,39.46000,1698709,39.46000,39.49000,416539,1
85914,20100129,BBY,BEST BUY COMPANY INC,08651610,36.35000,41.54000,36.65000,1361504,36.63000,36.64000,418032,1
85914,20100226,BBY,BEST BUY COMPANY INC,08651610,35.40000,37.28000,36.50000,1047694,36.51000,36.52000,418032,1
85914,20100331,BBY,BEST BUY COMPANY INC,08651610,36.45000,43.16000,42.54000,1898953,42.54000,42.55000,418032,1
85914,20100430,BBY,BEST BUY COMPANY INC,08651610,42.57000,48.58000,45.52000,1461548,45.55000,45.56000,421900,1
85914,20100528,BBY,BEST BUY COMPANY INC,08651610,40.56000,46.11000,42.25000,1558623,42.22000,42.24000,421963,1
85914,20100630,BBY,BEST BUY COMPANY INC,08651610,33.86000,41.20000,33.86000,1952570,33.82000,33.83000,420062,1
85914,20100730,BBY,BEST BUY COMPANY INC,08651610,33.13000,36.90000,34.66000,1436009,34.64000,34.65000,416930,1
85914,20100831,BBY,BEST BUY COMPANY INC,08651610,31.39000,35.84000,31.39000,1198004,31.41000,31.42000,416930,1
85914,20100930,BBY,BEST BUY COMPANY INC,08651610,32.66000,40.83000,40.83000,1447090,40.84000,40.85000,416930,1
85914,20101029,BBY,BEST BUY COMPANY INC,08651610,40.25000,43.08000,42.98000,1190962,42.96000,42.97000,397841,1
85914,20101130,BBY,BEST BUY COMPANY INC,08651610,42.17000,44.86000,42.72000,973281,42.71000,42.72000,397841,1
85914,20101231,BBY,BEST BUY COMPANY INC,08651610,33.46000,43.56000,34.29000,2325811,34.29000,34.31000,397841,1
85914,20110131,BBY,BEST BUY COMPANY INC,08651610,34.00000,35.91000,34.00000,1401757,34.03000,34.04000,394196,1
85914,20110228,BBY,BEST BUY COMPANY INC,08651610,32.17000,35.24000,32.24000,1301073,32.25000,32.26000,394196,1
85914,20110331,BBY,BEST BUY COMPANY INC,08651610,28.72000,33.03000,28.72000,2130157,28.70000,28.71000,394196,1
85914,20110429,BBY,BEST BUY COMPANY INC,08651610,28.15000,31.22000,31.22000,1712459,31.19000,31.21000,389520,1
85914,20110531,BBY,BEST BUY COMPANY INC,08651610,30.38000,32.31000,31.76000,1204505,31.74000,31.75000,388718,1
85914,20110630,BBY,BEST BUY COMPANY INC,08651610,28.43000,32.48000,31.41000,2009067,31.41000,31.42000,388718,1
85914,20110729,BBY,BEST BUY COMPANY INC,08651610,27.60000,32.28000,27.60000,1241031,27.58000,27.60000,373913,1
85914,20110831,BBY,BEST BUY COMPANY INC,08651610,23.68000,26.98000,25.59000,1732787,25.57000,25.58000,373913,1
85914,20110930,BBY,BEST BUY COMPANY INC,08651610,23.30000,25.68000,23.30000,1806728,23.29000,23.30000,362295,1
85914,20111031,BBY,BEST BUY COMPANY INC,08651610,22.12000,27.05000,26.23000,1229557,26.21000,26.22000,362295,1
85914,20111130,BBY,BEST BUY COMPANY INC,08651610,25.63000,28.09000,27.09000,1286355,27.06000,27.07000,362295,1
85914,20111230,BBY,BEST BUY COMPANY INC,08651610,22.56000,28.37000,23.37000,1632244,23.36000,23.37000,353399,1
85914,20120131,BBY,BEST BUY COMPANY INC,08651610,23.23000,25.71000,23.95000,1127050,23.94000,23.95000,350317,1
85914,20120229,BBY,BEST BUY COMPANY INC,08651610,23.86000,25.91000,24.70000,943803,24.70000,24.71000,350317,1
85914,20120330,BBY,BEST BUY COMPANY INC,08651610,23.68000,27.51000,23.68000,1775770,23.68000,23.69000,350317,1
85914,20120430,BBY,BEST BUY COMPANY INC,08651610,21.32000,23.64000,22.07000,1908625,22.06000,22.07000,350317,1
85914,20120531,BBY,BEST BUY COMPANY INC,08651610,18.02000,22.45000,18.72000,1690514,18.72000,18.73000,342199,1
85914,20120629,BBY,BEST BUY COMPANY INC,08651610,18.22000,20.96000,20.96000,2082911,20.97000,20.98000,339903,1
85914,20120731,BBY,BEST BUY COMPANY INC,08651610,17.23000,22.20000,18.09000,2037792,18.06000,18.07000,339903,1
85914,20120831,BBY,BEST BUY COMPANY INC,08651610,17.31000,20.41000,17.74000,2901620,17.73000,17.74000,339903,1
85914,20120928,BBY,BEST BUY COMPANY INC,08651610,16.93000,18.58000,17.20000,1081986,17.19000,17.20000,336667,1
85914,20121031,BBY,BEST BUY COMPANY INC,08651610,14.96000,18.40000,15.21000,1072069,15.22000,15.23000,336667,1
85914,20121130,BBY,BEST BUY COMPANY INC,08651610,11.57000,15.85000,13.11000,2169116,13.10000,13.11000,336667,1
85914,20121231,BBY,BEST BUY COMPANY INC,08651610,11.29000,14.12000,11.85000,2167026,11.84000,11.85000,336667,1
85914,20130131,BBY,BEST BUY COMPANY INC,08651610,11.59000,16.26000,16.26000,2185514,16.27000,16.28000,336667,1
85914,20130228,BBY,BEST BUY COMPANY INC,08651610,15.12000,17.41000,16.41000,1627197,16.44000,16.45000,336667,1
85914,20130328,BBY,BEST BUY COMPANY INC,08651610,17.16000,23.20000,22.15000,3002615,22.15000,22.16000,338771,1
85914,20130430,BBY,BEST BUY COMPANY INC,08651610,21.64000,25.99000,25.99000,2776681,25.98000,25.99000,338771,1
85914,20130531,BBY,BEST BUY COMPANY INC,08651610,25.31000,27.74000,27.55000,1493808,27.55000,27.56000,339695,1
85914,20130628,BBY,BEST BUY COMPANY INC,08651610,26.32000,28.06000,27.33000,1062830,27.32000,27.33000,339847,1
85914,20130731,BBY,BEST BUY COMPANY INC,08651610,28.47000,30.09000,30.09000,1006599,30.07000,30.08000,339847,1
85914,20130830,BBY,BEST BUY COMPANY INC,08651610,30.37000,36.35000,36.00000,1480537,35.98000,35.99000,339847,1
85914,20130930,BBY,BEST BUY COMPANY INC,08651610,36.99000,39.10000,37.50000,991006,37.49000,37.50000,341510,1
85914,20131031,BBY,BEST BUY COMPANY INC,08651610,35.67000,43.08000,42.80000,1280876,42.81000,42.82000,341510,1
85914,20131129,BBY,BEST BUY COMPANY INC,08651610,38.71000,44.33000,40.55000,1433444,40.56000,40.57000,341510,1
85914,20131231,BBY,BEST BUY COMPANY INC,08651610,39.66000,42.80000,39.88000,937915,39.86000,39.87000,346008,1
85914,20140131,BBY,BEST BUY COMPANY INC,08651610,22.72000,40.68000,23.54000,3536774,23.54000,23.55000,346008,1
85914,20140228,BBY,BEST BUY COMPANY INC,08651610,22.78000,26.63000,26.63000,1908913,26.63000,26.64000,346008,1
85914,20140331,BBY,BEST BUY COMPANY INC,08651610,25.29000,26.96000,26.41000,1322573,26.40000,26.41000,347044,1
85914,20140430,BBY,BEST BUY COMPANY INC,08651610,24.12000,27.70000,25.93000,1291060,25.92000,25.93000,348421,1
85914,20140530,BBY,BEST BUY COMPANY INC,08651610,24.66000,27.66000,27.66000,1214194,27.65000,27.66000,348421,1
85914,20140630,BBY,BEST BUY COMPANY INC,08651610,27.46000,31.04000,31.01000,827527,31.01000,31.02000,348804,1
85914,20140731,BBY,BEST BUY COMPANY INC,08651610,29.46000,32.10000,29.73000,841759,29.72000,29.73000,348804,1
85914,20140829,BBY,BEST BUY COMPANY INC,08651610,29.03000,32.24000,31.89000,1201776,31.88000,31.89000,348804,1
85914,20140930,BBY,BEST BUY COMPANY INC,08651610,31.23000,34.96000,33.59000,1118055,33.59000,33.60000,349616,1
85914,20141031,BBY,BEST BUY COMPANY INC,08651610,29.72000,34.14000,34.14000,1223131,34.14000,34.15000,349616,1
85914,20141128,BBY,BEST BUY COMPANY INC,08651610,34.36000,39.41000,39.41000,1255954,39.41000,39.42000,349616,1
85914,20141231,BBY,BEST BUY COMPANY INC,08651610,35.63000,39.69000,38.98000,1234959,38.97000,38.98000,350760,1
85914,20150130,BBY,BEST BUY COMPANY INC,08651610,34.04000,39.91000,35.20000,1654392,35.19000,35.20000,350760,1
85914,20150227,BBY,BEST BUY COMPANY INC,08651610,34.97000,39.28000,38.10000,930509,38.10000,38.11000,350760,1
85914,20150331,BBY,BEST BUY COMPANY INC,08651610,37.79000,41.77000,37.79000,1150706,37.78000,37.79000,352186,1
85914,20150430,BBY,BEST BUY COMPANY INC,08651610,34.65000,38.71000,34.65000,862383,34.70000,34.71000,352334,1
85914,20150529,BBY,BEST BUY COMPANY INC,08651610,33.78000,36.97000,34.70000,1115419,34.70000,34.71000,352334,1
85914,20150630,BBY,BEST BUY COMPANY INC,08651610,32.61000,35.07000,32.61000,802316,32.61000,32.62000,352771,1
